Var1,M_1,M_2
A00051826,0.410263489705405,29.3170674536157
A00051886,0.424408708590874,35.4320430666426
A00051955,0.376502277907336,47.1639552306542
A00053375,0.413828055331398,57.8275787818351
A00053398,0.427065837648978,46.6530358275804
A00053440,0.420301377196257,40.530521918161
A00053460,0.423480741942866,26.721962847438
A00053480,0.413690260480555,32.8549180267059
A00053597,0.40183202257508,37.9346209633307
A00053909,0.440617488436445,102.252381282162
A00054215,0.433161935188585,12.6672447379239
A00054239,0.40226326867301,78.7509295253295
A00054287,0.390781966224127,89.0241244584527
A00054359,0.366382835793715,109.465900862948
A00054369,0.410592722443523,41.2196211149144
A00054387,0.44600385830155,85.7733300364082
A00054400,0.356021000411761,83.5875879957634
A00054417,0.405509741429947,13.0686121444416
A00054432,0.423492732279096,18.4259565034899
A00054469,0.402125952163223,64.8958116129062
A00054517,0.387050380643669,237.131472353804
A00054535,0.414690933805625,16.8862360390499
A00054597,0.389485878253702,61.1956400669974
A00054623,0.414889950458171,71.7414052304663
A00054647,0.44411183559151,19.6003091379708
A00054659,0.402157616291375,17.8026197557074
A00054666,0.424275607468898,192.735456622329
A00054673,0.423293228494881,49.7891685215071
A00054694,0.422666214982606,24.7727263573077
A00054721,0.409655253974012,204.997964007307
A00054743,0.428564471875303,90.6113516234507
A00054753,0.365395289973189,28.7651725458076
A00054766,0.391422110816297,181.297864110466
A00054817,0.434453632738693,164.39635666101
A00054836,0.393850191442839,22.2419620488999
A00054852,0.409529298018793,63.5327093817855
A00054894,0.429743667375652,125.583178110008
A00054907,0.406988699690976,32.4920574785427
A00054917,0.401098043799487,75.5945395407175
A00054923,0.426984184541798,24.9529223581283
A00054930,0.395697870320054,24.9126885080202
A00055024,0.384057828141357,31.6215793015433
A00055038,0.40457045928158,39.824877506198
A00055055,0.328189443465452,32.9838390014125
A00055065,0.375889269063687,22.1766005298646
A00055077,0.417955830121569,21.2746151203377
A00055085,0.367255716772757,34.7607622521109
A00055103,0.495298076166612,12.9003135609659
A00055296,0.434623318596234,43.7651551964701
A00055392,0.426116922604189,52.9758788223285
A00055424,0.389219097840198,38.5127503249972
A00055429,0.386086550643413,159.211645959442
A00055436,0.435758428776269,29.3160359586237
A00055486,0.416884975579105,66.1812326879922
A00055540,0.41722147909485,34.6079988441575
A00055613,0.395320401319353,24.2412300742794
A00055649,0.416673219476008,18.7938467832942
A00055662,0.445144116817863,16.9989116827878
A00055682,0.405707721806047,66.8623971818893
A00055731,0.405551666512371,177.049449012281
A00055745,0.419872639886236,23.1236308329313
A00055754,0.470395315033832,183.565364585277
A00055837,0.495712434317415,38.1178372511054
A00055865,0.450969846608016,14.4649424567514
A00055893,0.427612803445842,34.8813366492604
A00055910,0.379787649597319,10.5949365119345
A00055947,0.415619780494406,55.289362720107
A00055956,0.371081560195412,34.2991576545765
A00056002,0.357884392351388,12.5169188238574
A00056054,0.387643679489314,56.6221807271144
A00056116,0.350311617662839,52.1948311925009
A00056166,0.477274099889703,52.6703523640832
A00056257,0.402079369138757,287.658564402665
A00056428,0.417523531554753,52.9257585883169
A00056693,0.43483028140333,18.193015740881
A00056716,0.410385477655786,72.3391683547383
A00056723,0.436768745543146,687.963111591451
A00056733,0.416445871311435,23.6368370886935
A00056762,0.420779034508566,215.256423024397
A00056913,0.407421780061641,26.8612621044022
A00057599,0.410971856586235,61.7566903168701
A00057630,0.423190953733348,295.245539417023
A00058596,0.396749003528471,20.4891286650938
A00059063,0.441359814820942,20.5839081565079
A00059578,0.428481481622333,8.09614040864663
A00059904,0.399039875435045,27.774342697575
